CENTRO DE COSTO,AREA,UNIDAD,SUBUNIDAD,SEDE,OFICINA / AREA,UBICACIÓN,MODELO INSTALADO,SERIE,IP,DIRECCION,DISTRITO,PROVINCIA,DEPARTAMENTO,OWNER,TIPO
314,Banca Comercial,Gt Oriente,Gt Oriente,Provincia,Agencia Moyobamba,Gerencia,MX722adhe,7464103024224,118.206.144.69,Jr San Martin 490 494,Moyobamba,Moyobamba,San Martin,Lexmark,Contrato 2021
315,Banca Comercial,Gt Centro,Gt Centro,Lima,Agencia Backus,Sub Gerencia,MX722adhe,74641111247B3,118.206.146.68,av Nicolas Ayllon 3986 Plant Backus,Ate,Lima,Lima,Lexmark,Contrato 2021
316,Banca Comercial,Gt Norte Chico,Gt Norte Chico,Lima,Agencia Puente Piedra,Banca Empresarial,MX722adhe,7464111124774,118.206.148.68,Urb Santo Domingo Mz C Lote 4,Puente Piedra,Lima,Lima,Lexmark,Contrato 2021
316,Banca Comercial,Gt Norte Chico,Gt Norte Chico,Lima,Agencia Puente Piedra,Banca Empresarial,MX722adhe,746411112476T,118.206.148.69,Urb Santo Domingo Mz C Lote 4,Puente Piedra,Lima,Lima,Lexmark,Contrato 2021
317,Banca Comercial,Gt Sur Chico,Gt Sur Chico,Lima,Agencia Plaza Lima Sur,Proyecto Aurora,MX722adhe,746410202416W,118.206.150.68,Pz CC Lima Sur Urb Matellini,Chorrillos,Lima,Lima,Lexmark,Contrato 2021
317,Banca Comercial,Gt Sur Chico,Gt Sur Chico,Lima,Agencia Plaza Lima Sur,Proyecto Aurora,MX722adhe,74641020241B3,118.206.150.69,Pz CC Lima Sur Urb Matellini,Chorrillos,Lima,Lima,Lexmark,Contrato 2021
318,Banca Comercial,Gt Oriente,Gt Oriente,Provincia,Agencia Tingo Maria,Atencion al Cliente,MX722adhe,74641050242W2,118.206.152.68,av Raymondi 543,Rupa-Rupa,Leoncio Prado,Huanuco,Lexmark,Contrato 2021
318,Banca Comercial,Gt Oriente,Gt Oriente,Provincia,Agencia Tingo Maria,Atencion al Cliente,MX722adhe,74641050242W3,118.206.152.69,av Raymondi 543,Rupa-Rupa,Leoncio Prado,Huanuco,Lexmark,Contrato 2021
319,Banca Comercial,Gt Norte Chico,Gt Norte Chico,Lima,Agencia Izaguirre,Sub Gerencia,MX722adhe,7464111124758,118.206.154.68,av Carlos Izaguirre 929,Los Olivos,Lima,Lima,Lexmark,Contrato 2021
319,Banca Comercial,Gt Norte Chico,Gt Norte Chico,Lima,Agencia Izaguirre,Banca Negocio,MX722adhe,746411112477F,118.206.154.69,av Carlos Izaguirre 929,Los Olivos,Lima,Lima,Lexmark,Contrato 2021
320,Banca Comercial,Gt Lince,Gt Lince,Lima,Agencia Essalud,Sala Prime,MX522adhe,701701130LPPM,118.207.146.68,av Arenales 1302,Jesus Maria,Lima,Lima,Lexmark,Contrato 2021
320,Banca Comercial,Gt Lince,Gt Lince,Lima,Agencia Essalud,Sub Gerencia,MX722adhe,7464049023WVL,118.206.156.68,av Arenales 1302,Jesus Maria,Lima,Lima,Lexmark,Contrato 2021
320,Banca Comercial,Gt Lince,Gt Lince,Lima,Agencia Essalud,Plataforma,MX722adhe,746410202417N,118.206.156.69,av Arenales 1302,Jesus Maria,Lima,Lima,Lexmark,Contrato 2021
321,Banca Comercial,Gt Centro,Gt Centro,Provincia,Agencia Cerro De Pasco,Plataforma,MX722adhe,746410302420N,118.206.158.68,JR SAN MARTIN SECTOR 2,Yanacancha,Pasco,Pasco,Lexmark,Contrato 2021
321,Banca Comercial,Gt Centro,Gt Centro,Provincia,Agencia Cerro De Pasco,Banca Negocio,MX722adhe,74641030241YX,118.206.158.69,JR SAN MARTIN SECTOR 2,Yanacancha,Pasco,Pasco,Lexmark,Contrato 2021
322,Banca Comercial,Gt Lima Centro,Gt Lima Centro,Lima,Agencia Canto Grande,Plataforma,MX722adhe,7464049023X11,118.206.160.68,Av Canto Grande 2309,San Juan de Lurigancho,Lima,Lima,Lexmark,Contrato 2021
322,Banca Comercial,Gt Lima Centro,Gt Lima Centro,Lima,Agencia Canto Grande,Banca Negocio,MX722adhe,7464049023WW5,118.206.160.69,Av Canto Grande 2309,San Juan de Lurigancho,Lima,Lima,Lexmark,Contrato 2021
323,Banca Comercial,Gt Sur Chico,Gt Sur Chico,Lima,Agencia Villa El Salvador,Sub Gerencia,MX722adhe,7464111124775,118.205.46.68,Av Revolucion Mz G Lt 17 Sector 2,Villa El Salvador,Lima,Lima,Lexmark,Contrato 2021
323,Banca Comercial,Gt Sur Chico,Gt Sur Chico,Lima,Agencia Villa El Salvador,Ventanilla,MX722adhe,746411112476X,118.205.46.69,Av Revolucion Mz G Lt 17 Sector 2,Villa El Salvador,Lima,Lima,Lexmark,Contrato 2021
324,Banca Comercial,Gt Oriente,Gt Oriente,Provincia,Agencia Yurimaguas,Sub Gerencia,MX722adhe,74641030241Z5,118.206.162.68,Carlle Sargento Lores 132,Yurimaguas,Alto Amazonas,Loreto,Lexmark,Contrato 2021
324,Banca Comercial,Gt Oriente,Gt Oriente,Provincia,Agencia Yurimaguas,Plataforma,MX722adhe,746410302420F,118.206.162.69,Carlle Sargento Lores 132,Yurimaguas,Alto Amazonas,Loreto,Lexmark,Contrato 2021
327,Banca Comercial,Gt Oriente,Gt Oriente,Provincia,Agencia Juanjui,Sub Gerencia,MX722adhe,746410202416R,118.206.164.68,Jr Huallaga 597,Juanjui,Mariscal Caceres,San Martin,Lexmark,Contrato 2021
327,Banca Comercial,Gt Oriente,Gt Oriente,Provincia,Agencia Juanjui,Gerencia,MX722adhe,7464102024164,118.206.164.69,Jr Huallaga 597,Juanjui,Mariscal Caceres,San Martin,Lexmark,Contrato 2021
331,Banca Minorista,Gt Lima Centro,Gt Lima Centro,Lima,Agencia Hosp Almenara,Sub Gerencia,MX722adhe,7464049023X1T,118.206.166.68,Jr Cangallo 180,La Victoria,Lima,Lima,Lexmark,Contrato 2021
332,Banca Comercial,Gt Centro,Gt Centro,Lima,Agencia Mdo Prod Sta Anita,Banca Negocio,MX722adhe,74641101246DZ,118.206.168.68,av la Cultura 701,Santa Anita,Lima,Lima,Lexmark,Contrato 2021
332,Banca Comercial,Gt Centro,Gt Centro,Lima,Agencia Mdo Prod Sta Anita,Sub Gerencia,MX722adhe,746411112477N,118.206.168.69,av la Cultura 701,Santa Anita,Lima,Lima,Lexmark,Contrato 2021
333,Banca Comercial,Gt Miraflores,Gt Miraflores,Lima,Agencia Miraflores,Sala Prime,MX532adwe,7020252100441,118.205.50.69,av Larco 1204,Miraflores,Lima,Lima,Lexmark,Contrato 2021
333,Banca Comercial,Gt Miraflores,Gt Miraflores,Lima,Agencia Miraflores,Sub Gerencia,MX722adhe,746410202419N,118.205.50.68,av Larco 1204,Miraflores,Lima,Lima,Lexmark,Contrato 2021
333,Banca Comercial,Gt Miraflores,Gt Miraflores,Lima,Agencia Miraflores,Banca Negocio,MX722adhe,7464049023WYD,118.205.50.70,av Larco 1204,Miraflores,Lima,Lima,Lexmark,Contrato 2021
335,Banca Comercial,Gt Lima Residencial,Gt Lima Residencial,Lima,Agencia El Pino,Plataforma,MX722adhe,74641101246FD,118.206.170.68,av Circunvalacion 1999 Urb el Pino,San Luis,Lima,Lima,Lexmark,Contrato 2021
335,Banca Comercial,Gt Lima Residencial,Gt Lima Residencial,Lima,Agencia El Pino,Plataforma,MX722adhe,74641101246KL,118.206.170.69,av Circunvalacion 1999 Urb el Pino,San Luis,Lima,Lima,Lexmark,Contrato 2021
339,Banca Comercial,Gt Callao San Miguel,Gt Callao San Miguel,Lima,Agencia Ventanilla,Sub Gerencia,MX722adhe,74641101246F3,118.206.176.68,MZ C3 LOTE 19 MLCON A A CACERES,Ventanilla,Callao,Lima,Lexmark,Contrato 2021
339,Banca Comercial,Gt Callao San Miguel,Gt Callao San Miguel,Lima,Agencia Ventanilla,Plataforma,MX722adhe,7464111124750,118.206.176.69,MZ C3 LOTE 19 MLCON A A CACERES,Ventanilla,Callao,Lima,Lexmark,Contrato 2021
340,Banca Comercial,Gt Lince,Gt Lince,Lima,Agencia 28 De Julio,Sub Gerencia,MX722adhe,74641050242R5,118.206.178.68,av 28 de Julio 775,Lima,Lima,Lima,Lexmark,Contrato 2021
340,Banca Comercial,Gt Lince,Gt Lince,Lima,Agencia 28 De Julio,Gerencia,MX722adhe,74641050242PZ,118.206.178.69,av 28 de Julio 775,Lima,Lima,Lima,Lexmark,Contrato 2021
341,Banca Comercial,Gt Lima Residencial,Gt Lima Residencial,Lima,Agencia Canada La Rosa Toro,Ventanilla,MX722adhe,74641111247C3,118.206.180.68,av la Rosa Toro 998,San Luis,Lima,Lima,Lexmark,Contrato 2021
341,Banca Comercial,Gt Lima Residencial,Gt Lima Residencial,Lima,Agencia Canada La Rosa Toro,Plataforma,MX722adhe,746411112476R,118.206.180.69,av la Rosa Toro 998,San Luis,Lima,Lima,Lexmark,Contrato 2021
342,Banca Comercial,Gt Norte Chico,Gt Norte Chico,Lima,Agencia Multiplaza,Sub Gerencia,MX722adhe,7464049023X22,118.206.182.68,av Carlos Izaguirre 275,Los Olivos,Lima,Lima,Lexmark,Contrato 2021
342,Banca Comercial,Gt Norte Chico,Gt Norte Chico,Lima,Agencia Multiplaza,Plataforma,MX722adhe,74641020241BB,118.206.182.69,av Carlos Izaguirre 275,Los Olivos,Lima,Lima,Lexmark,Contrato 2021
344,Banca Comercial,Gt Callao San Miguel,Gt Callao San Miguel,Lima,Agencia Bienestar De La Marina,Plataforma,MX722adhe,74641050242VX,118.206.184.68,av Venezuela Cdra 34,San Miguel,Lima,Lima,Lexmark,Contrato 2021
345,Banca Comercial,Gt Centro,Gt Centro,Lima,Agencia Chosica,Plataforma,MX722adhe,74641111247B8,118.206.186.68,av 28 de Julio 160 164 168,San Juan De Lurigancho,Lima,Lima,Lexmark,Contrato 2021
345,Banca Comercial,Gt Centro,Gt Centro,Lima,Agencia Chosica,Plataforma,MX722adhe,746411112478K,118.206.186.69,av 28 de Julio 160 164 168,San Juan De Lurigancho,Lima,Lima,Lexmark,Contrato 2021
346,Banca Comercial,Gt Lima Centro,Gt Lima Centro,Lima,Agencia Paruro,Plataforma,MX722adhe,7464049023X13,118.206.188.68,Jr Paruro 875  877,Lima,Lima,Lima,Lexmark,Contrato 2021
346,Banca Comercial,Gt Lima Centro,Gt Lima Centro,Lima,Agencia Paruro,Plataforma,MX722adhe,7464049023WZ7,118.206.188.69,Jr Paruro 875  877,Lima,Lima,Lima,Lexmark,Contrato 2021
347,Banca Empresa Y Corporativa,Gerencia Regional Be 2,Gerencia Regional Be 2,Lima,Banca Empresa La Molina,Plataforma,MX722adhe,746411112477C,118.205.56.71,av la Molina 540 2 P,La Molina,Lima,Lima,Lexmark,Contrato 2021
347,Banca Empresa Y Corporativa,Gerencia Regional Be 2,Gerencia Regional Be 2,Lima,Banca Empresa La Molina,Banca Empresa,MX722adhe,746411112479K,118.205.56.72,av la Molina 540 2 P,La Molina,Lima,Lima,Lexmark,Contrato 2021
348,Banca Comercial,Gt Norte,Gt Norte,Provincia,Agencia Real Plaza Chiclayo,Sub Gerencia,MX722adhe,74641020241D5,118.206.190.68,Jr Miguel de Cervantes 300 CC Real Chiclayo,Chiclayo,Chiclayo,Lambayeque,Lexmark,Contrato 2021
348,Banca Comercial,Gt Norte,Gt Norte,Provincia,Agencia Real Plaza Chiclayo,Gerencia,MX722adhe,746410202418G,118.206.190.69,Jr Miguel de Cervantes 300 CC Real Chiclayo,Chiclayo,Chiclayo,Lambayeque,Lexmark,Contrato 2021
349,Banca Empresa Y Corporativa,Gerencia Regional Be 3,Gerencia Regional Be 3,Lima,Banca Empresa Lima,Banca Empresarial,MS826de,40649370194LW,118.205.8.70,AV NICOLAS DE PIEROLA 649 2 PISO,Lima,Lima,Lima,Lexmark,Contrato 2021
349,Banca Empresa Y Corporativa,Gerencia Regional Be 3,Gerencia Regional Be 3,Lima,Banca Empresa Lima,Banca Empresarial,MX722adhe,74641020241C8,118.205.8.72,AV NICOLAS DE PIEROLA 649 2 PISO,Lima,Lima,Lima,Lexmark,Contrato 2021
350,Banca Empresa Y Corporativa,Gerencia Regional Be 3,Gerencia Regional Be 3,Lima,Banca Empresa Callao,Sub Gerencia,MX722adhe,74641101246DR,118.207.230.68,Av Juan de Aliaga 425 piso 9,Magdalena del Mar,Lima,Lima,Lexmark,Contrato 2021
352,Banca Comercial,Gt Miraflores,Gt Miraflores,Lima,Agencia Las Tiendas,Sub Gerencia,MX722adhe,74641111247C4,118.206.192.68,av las Tiendas 209,Surquillo,Lima,Lima,Lexmark,Contrato 2021
353,Banca Comercial,Gt Lince,Gt Lince,Lima,Agencia Domingo Cueto,Plataforma,MX722adhe,746411112479P,118.206.194.68,Jr Domingo Cueto 150,Lince,Lima,Lima,Lexmark,Contrato 2021
353,Banca Comercial,Gt Lince,Gt Lince,Lima,Agencia Domingo Cueto,Plataforma,MX722adhe,746411112474Z,118.206.194.69,Jr Domingo Cueto 150,Lince,Lima,Lima,Lexmark,Contrato 2021
354,Banca Comercial,Gt Lima Residencial,Gt Lima Residencial,Lima,Agencia Las Begonias,Sala Prime,MX522adhe,701701130LPDC,118.206.196.70,av las Begonias 425  429,San Isidro,Lima,Lima,Lexmark,Contrato 2021
354,Banca Comercial,Gt Lima Residencial,Gt Lima Residencial,Lima,Agencia Las Begonias,Plataforma,MX722adhe,746410202417M,118.206.196.68,av las Begonias 425  429,San Isidro,Lima,Lima,Lexmark,Contrato 2021
354,Banca Comercial,Gt Lima Residencial,Gt Lima Residencial,Lima,Agencia Las Begonias,Comercial,MX722adhe,74641020241BZ,118.206.196.69,av las Begonias 425  429,San Isidro,Lima,Lima,Lexmark,Contrato 2021
355,Banca Comercial,Gt Lima Residencial,Gt Lima Residencial,Lima,Agencia Aviacion,Sub Gerencia,MX722adhe,7464102024167,118.206.198.68,av Aviacion 2801 2805,San Borja,Lima,Lima,Lexmark,Contrato 2021
355,Banca Comercial,Gt Lima Residencial,Gt Lima Residencial,Lima,Agencia Aviacion,Banca Ejecutiva,MX722adhe,74641111247BT,118.206.198.69,av Aviacion 2801 2805,San Borja,Lima,Lima,Lexmark,Contrato 2021
358,Banca Comercial,Gt Lima Residencial,Gt Lima Residencial,Lima,Agencia San Luis,Sub Gerencia,MX522adhe,701701130LPT6,118.206.204.69,av Javier Prado Este  2884 SAN B,San Borja,Lima,Lima,Lexmark,Contrato 2021
358,Banca Comercial,Gt Lima Residencial,Gt Lima Residencial,Lima,Agencia San Luis,Sala Prime,MX722adhe,746411112474H,118.206.204.68,av Javier Prado Este  2884 SAN B,San Borja,Lima,Lima,Lexmark,Contrato 2021
359,Banca Comercial,Gt Lima Residencial,Gt Lima Residencial,Lima,Agencia Avenida Central,Sala Prime,MX522adhe,701701130LPDB,118.206.206.69,Av Jorge Basadre 133,San Isidro,Lima,Lima,Lexmark,Contrato 2021
359,Banca Comercial,Gt Lima Residencial,Gt Lima Residencial,Lima,Agencia Avenida Central,Comercial,MX722adhe,7464049023WZN,118.206.206.68,Av Jorge Basadre 133,San Isidro,Lima,Lima,Lexmark,Contrato 2021
359,Banca Comercial,Gt Lima Residencial,Gt Lima Residencial,Lima,Agencia Avenida Central,Solucion Miraflores,MX722adhe,7464049023X25,118.206.206.70,Av Jorge Basadre 133 piso 2,San Isidro,Lima,Lima,Lexmark,Contrato 2021
360,Banca Comercial,Gt Surco La Molina,Gt Surco La Molina,Lima,Agencia Cc Jockey Plaza,Sub Gerencia,MX722adhe,74641020241CG,118.206.208.68,av Javier Prado este 4200,Santiago de Surco,Lima,Lima,Lexmark,Contrato 2021
360,Banca Comercial,Gt Surco La Molina,Gt Surco La Molina,Lima,Agencia Cc Jockey Plaza,Gerencia,MX722adhe,74641020241D6,118.206.208.69,av Javier Prado este 4200,Santiago de Surco,Lima,Lima,Lexmark,Contrato 2021
361,Banca Comercial,Gt Lima Centro,Gt Lima Centro,Lima,Agencia Abancay Congreso,Plataforma,MX722adhe,74641050242VN,118.206.210.68,av Abancay 260 262,Lima,Lima,Lima,Lexmark,Contrato 2021
361,Banca Comercial,Gt Lima Centro,Gt Lima Centro,Lima,Agencia Abancay Congreso,Sub Gerencia,MX722adhe,74641050242T7,118.206.210.69,av Abancay 260 262,Lima,Lima,Lima,Lexmark,Contrato 2021
362,Banca Empresa Y Corporativa,Gerencia Regional Be 3,Gerencia Regional Be 3,Lima,Banca Empresa Colonial,Recepcion,MX722adhe,74641101246HP,118.207.230.69,Av Juan de Aliaga 425 piso 9,Magdalena del Mar,Lima,Lima,Lexmark,Contrato 2021
362,Banca Empresa Y Corporativa,Gerencia Regional Be 3,Gerencia Regional Be 3,Lima,Banca Empresa Colonial,Recepcion,MX722adhe,7464111124769,118.207.230.70,Av Juan de Aliaga 425 piso 9,Magdalena del Mar,Lima,Lima,Lexmark,Contrato 2021
365,Banca Comercial,Banca Comercial,Banca Comercial,Provincia,Agencia Abancay Apurimac,Ventanilla,MX722adhe,74641050242TY,118.205.142.68,Av. Nuñez c/ Av. Diaz Barcena,Abancay,Abancay,Apurimac,Lexmark,Contrato 2021
365,Banca Comercial,Banca Comercial,Banca Comercial,Provincia,Agencia Abancay Apurimac,Sub Gerencia,MX722adhe,746411112474L,118.205.142.69,Av. Nuñez c/ Av. Diaz Barcena,Abancay,Abancay,Apurimac,Lexmark,Contrato 2021
368,Banca Comercial,Gt Miraflores,Gt Miraflores,Lima,Agencia Ricardo Palma,Sub Gerencia,MX722adhe,74641020241D1,118.206.218.68,av Ricardo Palma 296 298,Miraflores,Lima,Lima,Lexmark,Contrato 2021
368,Banca Comercial,Gt Miraflores,Gt Miraflores,Lima,Agencia Ricardo Palma,Gerencia,MX722adhe,7464102024186,118.206.218.69,av Ricardo Palma 296 298,Miraflores,Lima,Lima,Lexmark,Contrato 2021
370,Banca Comercial,Gt Lima Residencial,Gt Lima Residencial,Lima,Agencia Limatambo,Ventanilla,MX722adhe,74641101246DY,118.206.222.68,av Aviacion 3328,san borja,Lima,Lima,Lexmark,Contrato 2021
370,Banca Comercial,Gt Lima Residencial,Gt Lima Residencial,Lima,Agencia Limatambo,Sub Gerencia,MX722adhe,74641101246C6,118.206.222.69,av Aviacion 3328,san borja,Lima,Lima,Lexmark,Contrato 2021
372,Banca Comercial,Gt Lima Residencial,Gt Lima Residencial,Lima,Agencia Los Robles,Sub Gerencia,MX722adhe,74641020241BR,118.205.52.69,av Dos de Mayo 1198,San Isidro,Lima,Lima,Lexmark,Contrato 2021
372,Banca Comercial,Gt Lima Residencial,Gt Lima Residencial,Lima,Agencia Los Robles,Gerencia,MX722adhe,7464049023X2F,118.205.52.68,av Dos de Mayo 1198,San Isidro,Lima,Lima,Lexmark,Contrato 2021
377,Banca Empresa Y Corporativa,Gerencia Regional Be 2,Gerencia Regional Be 2,Lima,Banca Empresa Santa Cruz,Banca Empresa,MX722adhe,746410202415F,118.205.58.71,av Santa Cruz 695,Miraflores,Lima,Lima,Lexmark,Contrato 2021
377,Banca Empresa Y Corporativa,Gerencia Regional Be 2,Gerencia Regional Be 2,Lima,Banca Empresa Santa Cruz,Banca Empresa,MX722adhe,74641020241BX,118.205.58.72,av Santa Cruz 695,Miraflores,Lima,Lima,Lexmark,Contrato 2021
378,Banca Empresa Y Corporativa,Gerencia Regional Be 1,Gerencia Regional Be 1,Lima,Banca Empresa Miraflores,Banca Empresa,MX722adhe,74641020241B5,118.205.50.71,av Larco 1204 2 P,Miraflores,Lima,Lima,Lexmark,Contrato 2021
378,Banca Empresa Y Corporativa,Gerencia Regional Be 1,Gerencia Regional Be 1,Lima,Banca Empresa Miraflores,Sub Gerencia,MX722adhe,746410202418M,118.205.50.72,av Larco 1204 2 P,Miraflores,Lima,Lima,Lexmark,Contrato 2021
380,Banca Empresa Y Corporativa,Gerencia Regional Be 2,Gerencia Regional Be 2,Lima,Banca Empresa Chacarilla,Sub Gerencia,MS826de,406493701984V,118.205.18.70,av Primavera 1050,Santiago de Surco,Lima,Lima,Lexmark,Contrato 2021
380,Banca Empresa Y Corporativa,Gerencia Regional Be 2,Gerencia Regional Be 2,Lima,Banca Empresa Chacarilla,Atencion al Cliente,MX722adhe,74641020241D3,118.205.18.71,av Primavera 1050,Santiago de Surco,Lima,Lima,Lexmark,Contrato 2021
380,Banca Empresa Y Corporativa,Gerencia Regional Be 2,Gerencia Regional Be 2,Lima,Banca Empresa Chacarilla,Plataforma,MX722adhe,74641020241C6,118.205.18.72,av Primavera 1050,Santiago de Surco,Lima,Lima,Lexmark,Contrato 2021
383,Banca Comercial,Gt Callao San Miguel,Gt Callao San Miguel,Lima,Agencia Faucett Metro,Sub Gerencia,MX722adhe,7464049023WY5,118.206.228.68,Av Venezuela 5414 Tda 1152  1160,San Miguel,Lima,Lima,Lexmark,Contrato 2021
383,Banca Comercial,Gt Callao San Miguel,Gt Callao San Miguel,Lima,Agencia Faucett Metro,Ventanilla,MX722adhe,7464939022PD4,118.206.228.69,Av Venezuela 5414 Tda 1152  1160,San Miguel,Lima,Lima,Lexmark,Contrato 2021
387,Banca Comercial,Gt Lima Residencial,Gt Lima Residencial,Lima,Agencia Canaval Y Moreyra,Banca Personal,MX722adhe,7464049023WX7,118.206.230.68,av Canaval y Moreyra 243 245,San Isidro,Lima,Lima,Lexmark,Contrato 2021
387,Banca Comercial,Gt Lima Residencial,Gt Lima Residencial,Lima,Agencia Canaval Y Moreyra,Plataforma,MX722adhe,7464049023WW3,118.206.230.69,av Canaval y Moreyra 243 245,San Isidro,Lima,Lima,Lexmark,Contrato 2021
396,Banca Comercial,Gt Norte Chico,Gt Norte Chico,Lima,Agencia Covida,Sub Gerencia,MX722adhe,7464049023X06,118.206.234.68,av Antunez de Mayolo 1402,Los Olivos,Lima,Lima,Lexmark,Contrato 2021
396,Banca Comercial,Gt Norte Chico,Gt Norte Chico,Lima,Agencia Covida,Plataforma,MX722adhe,7464103024206,118.206.234.69,av Antunez de Mayolo 1402,Los Olivos,Lima,Lima,Lexmark,Contrato 2021
421,Banca Comercial,Division Lima Centro,Oficina Mall Plaza San Juan De Lurigancho,Lima,Agencia Mall San Juan De Lurigancho,Sub Gerencia,MX722adhe,7464102024197,118.205.48.68,Avenida Lurigancho 997 - 999,San Juan de Lurigancho,Lima,Lima,Lexmark,Contrato 2021
421,Banca Comercial,Division Lima Centro,Oficina Mall Plaza San Juan De Lurigancho,Lima,Agencia Mall San Juan De Lurigancho,Plataforma,MX722adhe,74641101246D7,118.205.48.69,Avenida Lurigancho 997 - 999,San Juan de Lurigancho,Lima,Lima,Lexmark,Contrato 2021
425,Red Comercial,Division Centro Oriente,Nueva Cajamarca,Provincia,Agencia AEP Nueva Cajamarca,Sub Gerencia,MX522adhe,70178231026FY,118.72.184.56,Jr Huallaga 314,Nueva Cajamarca,Rioja,San Martin,Lexmark,Contrato 2021
426,Banca Comercial,Gt Miraflores,Gt Miraflores,Lima,Agencia Avenida Del Ejercito,Sub Gerencia,MX722adhe,7464045023RBN,118.206.240.68,av del Ejercito 789,Miraflores,Lima,Lima,Lexmark,Contrato 2021
426,Banca Comercial,Gt Miraflores,Gt Miraflores,Lima,Agencia Avenida Del Ejercito,Plataforma,MX722adhe,74641020241CZ,118.206.240.69,av del Ejercito 789,Miraflores,Lima,Lima,Lexmark,Contrato 2021
427,Banca Comercial,Gt Sur,Gt Sur,Provincia,Agencia Bolognesi,Sub Gerencia,MX722adhe,74641050242W8,118.206.242.68,av Coronel Mendoza 1337,Tacna,Tacna,Tacna,Lexmark,Contrato 2021
427,Banca Comercial,Gt Sur,Gt Sur,Provincia,Agencia Bolognesi,Plataforma,MX722adhe,74641050242VF,118.206.242.69,av Coronel Mendoza 1337,Tacna,Tacna,Tacna,Lexmark,Contrato 2021
441,Banca Empresa Y Corporativa,Gerencia Regional Be 3,Gerencia Regional Be 3,Provincia,Banca Empresa Iquitos,Sub Gerencia,MX722adhe,74641101246GY,118.205.38.72,Sargento Lores 171 2 P,Iquitos,Maynas,Loreto,Lexmark,Contrato 2021
441,Banca Empresa Y Corporativa,Gerencia Regional Be 3,Gerencia Regional Be 3,Provincia,Banca Empresa Iquitos,Plataforma,MX722adhe,74641101246GB,118.205.38.73,Sargento Lores 171 2 P,Iquitos,Maynas,Loreto,Lexmark,Contrato 2021
442,Banca Comercial,Gt Norte,Gt Norte,Provincia,Agencia Lambayeque,Sub Gerencia,MX722adhe,7464103024225,118.206.244.68,c Ramon Castilla 848 854,Lambayeque,Lambayeque,Lambayeque,Lexmark,Contrato 2021
442,Banca Comercial,Gt Norte,Gt Norte,Provincia,Agencia Lambayeque,Plataforma,MX722adhe,7464103024200,118.206.244.69,c Ramon Castilla 848 854,Lambayeque,Lambayeque,Lambayeque,Lexmark,Contrato 2021
467,Banca Comercial,Gt Callao San Miguel,Gt Callao San Miguel,Lima,Agencia Guardia Chalaca,Sala Prime,MX522adhe,701701030LK7P,118.206.250.70,av la Marina 495,Callao,Callao,Lima,Lexmark,Contrato 2021
467,Banca Comercial,Gt Callao San Miguel,Gt Callao San Miguel,Lima,Agencia Guardia Chalaca,Banca Negocio,MX722adhe,7464111124749,118.206.250.68,av la Marina 495,Callao,Callao,Lima,Lexmark,Contrato 2021
480,Banca Comercial,Gt Callao San Miguel,Gt Callao San Miguel,Lima,Agencia La Marina,Sala Prime,MX522adhe,701701130LPF6,118.206.252.70,av la Marina 2355,San Miguel,Lima,Lima,Lexmark,Contrato 2021
480,Banca Comercial,Gt Callao San Miguel,Gt Callao San Miguel,Lima,Agencia La Marina,Sub Gerencia,MX722adhe,7464102024166,118.206.252.68,av la Marina 2355,San Miguel,Lima,Lima,Lexmark,Contrato 2021
480,Banca Comercial,Gt Callao San Miguel,Gt Callao San Miguel,Lima,Agencia La Marina,Plataforma,MX722adhe,7464102024159,118.206.252.69,av la Marina 2355,San Miguel,Lima,Lima,Lexmark,Contrato 2021
484,Banca Comercial,Gt Centro,Gt Centro,Lima,Agencia Huaycan,Sub Gerencia,MX722adhe,74641101246CK,118.207.0.68,av 15 de Julio Lote 33,Ate,Lima,Lima,Lexmark,Contrato 2021
484,Banca Comercial,Gt Centro,Gt Centro,Lima,Agencia Huaycan,Banca Empresarial,MX722adhe,746411112475G,118.207.0.69,av 15 de Julio Lote 33,Ate,Lima,Lima,Lexmark,Contrato 2021
486,Banca Comercial,Gt Lima Residencial,Gt Lima Residencial,Lima,Agencia San Isidro,Sala Prime,MX522adhe,701701130LPDV,118.205.54.71,av Republica de Panama 3055,San Isidro,Lima,Lima,Lexmark,Contrato 2021
486,Banca Comercial,Gt Lima Residencial,Gt Lima Residencial,Lima,Agencia San Isidro,Sub Gerencia,MX722adhe,74641050242V2,118.205.54.68,av Republica de Panama 3055,San Isidro,Lima,Lima,Lexmark,Contrato 2021
486,Banca Comercial,Gt Lima Residencial,Gt Lima Residencial,Lima,Agencia San Isidro,Banca Negocio,MX722adhe,7464939022PZD,118.205.54.69,av Republica de Panama 3055,San Isidro,Lima,Lima,Lexmark,Contrato 2021
486,Banca Comercial,Gt Lima Residencial,Gt Lima Residencial,Lima,Agencia San Isidro,Sala Prime,MX722adhe,74641101246K2,118.205.54.70,av Republica de Panama 3055,San Isidro,Lima,Lima,Lexmark,Contrato 2021
508,Banca Comercial,Gt Miraflores,Gt Miraflores,Lima,Agencia Open Plaza Angamos,Sub Gerencia,MX722adhe,746411112475T,118.207.2.68,pz Esq Angamos con Tomas Marsano,Surquillo,Lima,Lima,Lexmark,Contrato 2021
508,Banca Comercial,Gt Miraflores,Gt Miraflores,Lima,Agencia Open Plaza Angamos,Banca Negocio,MX722adhe,746411112476D,118.207.2.69,pz Esq Angamos con Tomas Marsano,Surquillo,Lima,Lima,Lexmark,Contrato 2021
