VLAN_CODE,VLAN_NAME,IP,MODELO,SERIE,UBICACION,DIRECCION,DISTRITO,PROVINCIA,DEPARTAMENTO,TIPO
120,120 - Ag. Universidad Catolica,118.205.134.69,MX522adhe,701701130LPBV,Sala Prime,Av Universitaria Cdra 18,San Miguel,Lima,Lima,Adenda 5
120,120 - Ag. Universidad Catolica,118.205.134.68,MX722adhe,7464049023X2M,Sub Gerencia,Av Universitaria Cdra 18,San Miguel,Lima,Lima,Adenda 5
120,120 - Ag. Universidad Catolica,118.205.134.70,MX722adhe,74641030241YP,Sala Prime,Av Universitaria Cdra 18,San Miguel,Lima,Lima,Adenda 5
121,121 - Ag. Club Regatas Lima,118.205.136.68,MX722adhe,74641020241CD,Plataforma,Av Chachi Dibos,Chorrillos,Lima,Lima,Adenda 5
121,121 - Ag. Club Regatas Lima,118.205.136.69,MX722adhe,74641020241D7,Plataforma,Av Chachi Dibos,Chorrillos,Lima,Lima,Adenda 5
122,122 - Ag. Magdalena,118.205.138.68,MX722adhe,74641101246HX,Sub Gerencia,JR FRANCISCO BOLOGNESI 399,Magdalena,Lima,Lima,Adenda 5
122,122 - Ag. Magdalena,118.205.138.69,MX722adhe,746411112475B,Plataforma,JR FRANCISCO BOLOGNESI 399,Magdalena,Lima,Lima,Adenda 5
123,123 - Ag. Camino Real,118.205.140.70,MX522adhe,701701030LK93,Sala Prime,av Camino Real 355,San Isidro,Lima,Lima,Adenda 5
123,123 - Ag. Camino Real,118.205.140.68,MX722adhe,7464049023WWC,Plataforma,av Camino Real 355,San Isidro,Lima,Lima,Contrato 2021
123,123 - Ag. Camino Real,118.205.140.69,MX722adhe,7464049023WY0,Gerencia,av Camino Real 355,San Isidro,Lima,Lima,Adenda 5
126,126 - Ag. Colmena,118.205.8.68,MX722adhe,7464102024162,Sub Gerencia,av Nicolas de Pierola 649,Lima,Lima,Lima,Contrato 2021
126,126 - Ag. Colmena,118.205.8.69,MX722adhe,74641020241CC,Plataforma,av Nicolas de Pierola 649,Lima,Lima,Lima,Adenda 5
127,127 - Ag. Minka,118.205.146.68,MX722adhe,74641101246L8,Sub Gerencia,Pabellon 4,Callao,Callao,Lima,Contrato 2021
127,127 - Ag. Minka,118.205.146.69,MX722adhe,7464111124799,Gerencia,Pabellon 4,Callao,Callao,Lima,Contrato 2021
128,128 - Ag. Las Flores,118.205.148.68,MX722adhe,74641020241D8,Comercial,av Proceres de la Independ 1643,San Juan de Lurigancho,Lima,Lima,Contrato 2021
128,128 - Ag. Las Flores,118.205.148.69,MX722adhe,74641050242R8,Comercial,av Proceres de la Independ 1643,San Juan de Lurigancho,Lima,Lima,Contrato 2021
129,129 - Ag. Vitarte,118.205.150.68,MX722adhe,74641101246HR,Comercial,Jr Progreso 102,Ate,Lima,Lima,Contrato 2021
129,129 - Ag. Vitarte,118.205.150.69,MX722adhe,74641101246CH,Gerencia,Jr Progreso 102,Ate,Lima,Lima,Contrato 2021
130,130 - Ag. Lima,118.205.152.68,MX722adhe,746410202416V,Sub Gerencia,Jr Carabaya 841,Lima,Lima,Lima,Adenda 5
130,130 - Ag. Lima,118.205.152.69,MX722adhe,7464049023WY4,Plataforma,Jr Carabaya 841,Lima,Lima,Lima,Contrato 2021
130,130 - Ag. Lima,118.205.152.70,MX722adhe,7464049023WXP,Plataforma,Jr Carabaya 841,Lima,Lima,Lima,Contrato 2021
131,131 - Ag. Nicolas Arriola 1,118.205.154.68,MX722adhe,74641050242WC,Plataforma,av Nicolas Arriola 607,La Victoria,Lima,Lima,Adenda 5
131,131 - Ag. Nicolas Arriola 1,118.205.154.69,MX722adhe,746410202415H,Plataforma,av Nicolas Arriola 607,La Victoria,Lima,Lima,Contrato 2021
133,133 - Ag. Villa Maria de Triunfo,118.205.158.68,MX722adhe,74641101246CL,Sub Gerencia,av Pachacutec 2101,Villa Maria del Triunfo,Lima,Lima,Contrato 2021
133,133 - Ag. Villa Maria de Triunfo,118.205.158.69,MX722adhe,74641101246BV,Plataforma,av Pachacutec 2101,Villa Maria del Triunfo,Lima,Lima,Adenda 5
135,135 - Ag. San Juan de Miraflores,118.205.160.68,MX722adhe,746411112474V,Plataforma,av de los Heroes 502,San Juan de Miraflores,Lima,Lima,Adenda 5
135,135 - Ag. San Juan de Miraflores,118.205.160.69,MX722adhe,7464111124756,Comercial,av de los Heroes 502,San Juan de Miraflores,Lima,Lima,Adenda 5
136,136 - Ag. Salamanca,118.205.162.68,MX722adhe,74641111247BR,Sub Gerencia,Av Paracas 203 Urb Salamanca,Ate,Lima,Lima,Contrato 2021
136,136 - Ag. Salamanca,118.205.162.69,MX722adhe,746411112479Z,Banca Negocio,Av Paracas 203 Urb Salamanca,Ate,Lima,Lima,Contrato 2021
137,137 - Ag. Villa Marina,118.205.164.68,MX722adhe,74641030241ZK,Plataforma,av Guardia Civil 152 156,Chorrillos,Lima,Lima,Contrato 2021
137,137 - Ag. Villa Marina,118.205.164.69,MX722adhe,746410302420C,Gerencia,av Guardia Civil 152 156,Chorrillos,Lima,Lima,Contrato 2021
138,138 - Ag. CC Aurora,118.205.166.70,MX432adwe,701941340M406,Sala Prime,c Luis Arias Schereiber 215 217,Miraflores,Lima,Lima,Contrato 2021
138,138 - Ag. CC Aurora,118.205.166.68,MX722adhe,7464049023X1V,Plataforma,c Luis Arias Schereiber 215 217,Miraflores,Lima,Lima,Contrato 2021
138,138 - Ag. CC Aurora,118.205.166.69,MX722adhe,74641020241CR,Plataforma,c Luis Arias Schereiber 215 217,Miraflores,Lima,Lima,Contrato 2021
139,139 - Ag. Zarate,118.205.168.68,MX722adhe,7464049023X0D,Plataforma,av Gran Chimu 399 Urb Zarate,San Juan de Lurigancho,Lima,Lima,Contrato 2021
139,139 - Ag. Zarate,118.205.168.69,MX722adhe,7464049023X0T,Sub Gerencia,av Gran Chimu 399 Urb Zarate,San Juan de Lurigancho,Lima,Lima,Contrato 2021
140,140 - Ag. Jesus Maria,118.205.170.68,MX722adhe,746410202415X,Plataforma,av Republica Dominicana 355 359,Jesus Maria,Lima,Lima,Contrato 2021
140,140 - Ag. Jesus Maria,118.205.170.69,MX722adhe,74641050242T0,Sub Gerencia,av Republica Dominicana 355 359,Jesus Maria,Lima,Lima,Contrato 2021
141,141 - Ag. Avenida Peru,118.205.172.68,MX722adhe,746411112477W,Sub Gerencia,av Peru 3442-3444,San Martin de Porres,Lima,Lima,Contrato 2021
141,141 - Ag. Avenida Peru,118.205.172.69,MX722adhe,7464111124786,Plataforma,av Peru 3442-3444,San Martin de Porres,Lima,Lima,Contrato 2021
142,142 - Ag. CC San Isidro,118.205.174.68,MX722adhe,74641050242TR,Sub Gerencia,av Rivera Navarrete 815,San Isidro,Lima,Lima,Contrato 2021
142,142 - Ag. CC San Isidro,118.205.174.69,MX722adhe,74641030241Z1,Plataforma,av Rivera Navarrete 815,San Isidro,Lima,Lima,Contrato 2021
143,143 - Ag. Victor A Belaunde,118.205.176.68,MX722adhe,7464102024192,Plataforma,AV TUPAC AMARU 3046,Comas,Lima,Lima,Contrato 2021
143,143 - Ag. Victor A Belaunde,118.205.176.69,MX722adhe,7464102024194,Gerencia,AV TUPAC AMARU 3046,Comas,Lima,Lima,Contrato 2021
144,144 - Ag. Gamarra,118.205.178.68,MX722adhe,74641050242RH,Plataforma,Prolong Unanue 1599,La Victoria,Lima,Lima,Contrato 2021
144,144 - Ag. Gamarra,118.205.178.69,MX722adhe,74641020241BD,Plataforma,Prolong Unanue 1599,La Victoria,Lima,Lima,Contrato 2021
145,145 - Ag. Rinconada,118.205.180.68,MX722adhe,746411112477K,Ventanilla,av la Universidad 1810,La Molina,Lima,Lima,Contrato 2021
145,145 - Ag. Rinconada,118.205.180.69,MX722adhe,746411112475L,Comercial,av la Universidad 1810,La Molina,Lima,Lima,Contrato 2021
146,146 - Ag. Puruchuco,118.205.182.68,MX722adhe,746411112479R,Sub Gerencia,av Nicolas Ayllon 4770,Ate,Lima,Lima,Contrato 2021
146,146 - Ag. Puruchuco,118.205.182.69,MX722adhe,746411112477P,Gerencia,av Nicolas Ayllon 4770,Ate,Lima,Lima,Contrato 2021
147,147 - Ag. Arenales,118.205.184.69,MX522adhe,701701030LK91,Sala Prime,av Arenales 701,Lima,Lima,Lima,Contrato 2021
147,147 - Ag. Arenales,118.205.184.71,MX522adhe,701701030LHZ4,Territorial,av Arenales 701,Lima,Lima,Lima,Contrato 2021
147,147 - Ag. Arenales,118.205.184.68,MX722adhe,74641020241D2,Sub Gerencia,av Arenales 701,Lima,Lima,Lima,Contrato 2021
147,147 - Ag. Arenales,118.205.184.70,MX722adhe,74641050242T3,Sala Prime,av Arenales 701,Lima,Lima,Lima,Contrato 2021
148,148 - Ag. CC Sucre,118.205.186.68,MX722adhe,74641101246FH,Sub Gerencia,JR LEGUIA Y MELENDEZ 998,Pueblo Libre,Lima,Lima,Contrato 2021
148,148 - Ag. CC Sucre,118.205.186.69,MX722adhe,74641101246FK,Plataforma,JR LEGUIA Y MELENDEZ 998,Pueblo Libre,Lima,Lima,Contrato 2021
150,150 - Ag. CC Higuereta,118.205.190.68,MX722adhe,74641020241B2,Sub Gerencia,av Benavides 3501,Santiago de Surco,Lima,Lima,Contrato 2021
150,150 - Ag. CC Higuereta,118.205.190.69,MX722adhe,746410202417L,Gerencia,av Benavides 3501,Santiago de Surco,Lima,Lima,Contrato 2021
151,151 - Ag. Maranga,118.205.192.68,MX722adhe,746410302420B,Sub Gerencia,av la Marina 2671,San Miguel,Lima,Lima,Contrato 2021
151,151 - Ag. Maranga,118.205.192.69,MX722adhe,74641050242T2,Plataforma,av la Marina 2671,San Miguel,Lima,Lima,Contrato 2021
152,152 - Ag. San Borja,118.205.194.69,MX522adhe,701701030LK70,Sala Prime,av Aviacion 2465 2467,San Borja,Lima,Lima,Contrato 2021
152,152 - Ag. San Borja,118.205.194.68,MX722adhe,7464111124783,Sub Gerencia,av Aviacion 2465 2467,San Borja,Lima,Lima,Contrato 2021
152,152 - Ag. San Borja,118.205.194.70,MX722adhe,7464111124744,Plataforma,av Aviacion 2465 2467,San Borja,Lima,Lima,Contrato 2021
153,153 - Ag. CC Risso,118.205.196.68,MX722adhe,746410202419M,Plataforma,av Arequipa Esq Jr Risso,Lince,Lima,Lima,Contrato 2021
153,153 - Ag. CC Risso,118.205.196.69,MX722adhe,74641050242W5,Gerencia,av Arequipa Esq Jr Risso,Lince,Lima,Lima,Contrato 2021
156,156 - Ag. Pardo,118.205.200.68,MX722adhe,7464049023X2D,Plataforma,av Pardo 791,Miraflores,Lima,Lima,Contrato 2021
156,156 - Ag. Pardo,118.205.200.69,MX722adhe,7464049023X0F,Plataforma,av Pardo 791,Miraflores,Lima,Lima,Contrato 2021
157,157 - Ag. Las Gardenias,118.205.202.68,MX722adhe,746410302420G,Plataforma,av Benavides 5096,Santiago de Surco,Lima,Lima,Contrato 2021
157,157 - Ag. Las Gardenias,118.205.202.69,MX722adhe,74641030241ZD,Plataforma,av Benavides 5096,Santiago de Surco,Lima,Lima,Contrato 2021
159,159 - Ag. Hunter,118.206.254.68,MX722adhe,74641101246K9,Ventanilla,av las americas N 117,Jacobo Hunter,Arequipa,Arequipa,Contrato 2021
159,159 - Ag. Hunter,118.206.254.69,MX722adhe,74641050242VB,Sub Gerencia,av las americas N 117,Jacobo Hunter,Arequipa,Arequipa,Contrato 2021
160,160 - Ag. CC Monterrico,118.205.204.68,MX722adhe,74641050242VG,Sub Gerencia,av la Encalada 615 CC Monterrico,Santiago de Surco,Lima,Lima,Contrato 2021
160,160 - Ag. CC Monterrico,118.205.204.69,MX722adhe,74641050242VM,Operaciones,av la Encalada 615 CC Monterrico,Santiago de Surco,Lima,Lima,Contrato 2021
162,162 - Ag. Aeropuerto,118.205.208.68,MX722adhe,746411112475M,Sub Gerencia,CENTRO AÉREO COMERCIAL,Callao,Callao,Lima,Contrato 2021
162,162 - Ag. Aeropuerto,118.205.208.69,MX722adhe,74641101246D6,Ventanilla,CENTRO AÉREO COMERCIAL,Callao,Callao,Lima,Contrato 2021
163,163 - Ag. Apolo,118.205.210.68,MX722adhe,74641030241ZL,Sub Gerencia,av Mexico 1700,La Victoria,Lima,Lima,Contrato 2021
163,163 - Ag. Apolo,118.205.210.69,MX722adhe,7464103024203,Plataforma,av Mexico 1700,La Victoria,Lima,Lima,Contrato 2021
164,164 - Ag. Venezuela 3,118.205.212.68,MX722adhe,74641101246K4,Sub Gerencia,av Venezuela 1254,Breña,Lima,Lima,Contrato 2021
164,164 - Ag. Venezuela 3,118.205.212.69,MX722adhe,74641101246F5,Plataforma,av Venezuela 1254,Breña,Lima,Lima,Contrato 2021
165,165 - Ag. Base Naval,118.205.214.68,MX722adhe,746411112479X,Sub Gerencia,av Contralmirante  Mora SN,Callao,Callao,Lima,Contrato 2021
165,165 - Ag. Base Naval,118.205.214.69,MX722adhe,746411112475F,Plataforma,av Contralmirante  Mora SN,Callao,Callao,Lima,Contrato 2021
166,166 - Ag. Colonial,118.205.10.68,MX722adhe,746411112479L,Sub Gerencia,c Omega 149,Callao,Callao,Lima,Contrato 2021
166,166 - Ag. Colonial,118.205.10.69,MX722adhe,74641101246CT,Plataforma,c Omega 149,Callao,Callao,Lima,Contrato 2021
169,169 - Ag. Comandante Espinar,118.205.220.68,MX722adhe,7464102024180,Sub Gerencia,av Comandante Espinar 372 388,Miraflores,Lima,Lima,Contrato 2021
170,170 - Ag. Avenida Sucre,118.205.222.68,MX722adhe,746411112476M,Sub Gerencia,AV SUCRE 970,Pueblo Libre,Lima,Lima,Contrato 2021
170,170 - Ag. Avenida Sucre,118.205.222.69,MX722adhe,746411112477L,Plataforma,AV SUCRE 970,Pueblo Libre,Lima,Lima,Contrato 2021
172,172 - Ag. CC Fiori,118.205.226.69,MX532adwe,702025210043D,Sala Prime,Prolong 499 G Tomas Valle,San Martin de Porres,Lima,Lima,Contrato 2021
172,172 - Ag. CC Fiori,118.205.226.68,MX722adhe,74641101246K6,Sub Gerencia,Prolong 499 G Tomas Valle,San Martin de Porres,Lima,Lima,Contrato 2021
174,174 - Ag. Megaplaza,118.205.12.68,MX722adhe,746410202417P,Sub Gerencia,av Alfredo Mendiola 3698,Independencia,Lima,Lima,Contrato 2021
174,174 - Ag. Megaplaza,118.205.12.69,MX722adhe,746410202416Y,Ventanilla,av Alfredo Mendiola 3698,Independencia,Lima,Lima,Contrato 2021
175,175 - Ag. Real Plaza Centro Civico,118.205.228.69,MX532adwe,7020252100440,Sala Prime,pz Cc Real Centro Civico,Lima,Lima,Lima,Contrato 2021
175,175 - Ag. Real Plaza Centro Civico,118.205.228.70,MX722adhe,7464049023WYP,Sub Gerencia,pz Cc Real Centro Civico,Lima,Lima,Lima,Contrato 2021
175,175 - Ag. Real Plaza Centro Civico,118.205.228.68,MX722adhe,7464049023WZG,Ejecutivo EBP,pz Cc Real Centro Civico,Lima,Lima,Lima,Contrato 2021
176,176 - Ag. El Trebol,118.205.230.68,MX722adhe,746411112478X,Comercial,Av Gamarra Km 14 5 c Panam Norte,Los Olivos,Lima,Lima,Contrato 2021
176,176 - Ag. El Trebol,118.205.230.69,MX722adhe,746411112475K,Sub Gerencia,Av Gamarra Km 14 5 c Panam Norte,Los Olivos,Lima,Lima,Contrato 2021
177,177 - Ag. Alcazar,118.205.232.68,MX722adhe,746411112475W,Sub Gerencia,av Amancaes 192 194,Rimac,Lima,Lima,Contrato 2021
177,177 - Ag. Alcazar,118.205.232.69,MX722adhe,74641101246F4,Banca Empresa,av Amancaes 192 194,Rimac,Lima,Lima,Contrato 2021
178,178 - Ag. Camacho,118.205.234.69,MX432adwe,701941340M403,Sala Prime,av Prolong Javier Prado este 4921,La Molina,Lima,Lima,Contrato 2021
178,178 - Ag. Camacho,118.205.234.68,MX722adhe,74641101246KZ,Gerencia,av Prolong Javier Prado este 4921,La Molina,Lima,Lima,Contrato 2021
179,179 - Ag. Cavenecia,118.205.236.70,MX522adhe,701704330NNY8,Sala Prime,c Esq Jr Cavenecia Con Tudela y Varela,San Isidro,Lima,Lima,Contrato 2021
179,179 - Ag. Cavenecia,118.205.236.68,MX722adhe,7464049023WWG,Banca Comercial,c Esq Jr Cavenecia Con Tudela y Varela,San Isidro,Lima,Lima,Contrato 2021
179,179 - Ag. Cavenecia,118.205.236.69,MX722adhe,7464049023X1G,Sub Gerencia,c Esq Jr Cavenecia Con Tudela y Varela,San Isidro,Lima,Lima,Contrato 2021
182,182 - Ag. Santa Monica,118.205.242.68,MX722adhe,7464102024177,Sub Gerencia,av Juan Pezet 1425,San Isidro,Lima,Lima,Contrato 2021
182,182 - Ag. Santa Monica,118.205.242.69,MX722adhe,74641050242R7,Gerencia,av Juan Pezet 1425,San Isidro,Lima,Lima,Contrato 2021
183,183 - Ag. Santa Anita,118.205.14.68,MX722adhe,74641101246DL,Sub Gerencia,c las Alondras 257,Santa Anita,Lima,Lima,Contrato 2021
183,183 - Ag. Santa Anita,118.205.14.69,MX722adhe,74641101246KY,Plataforma,c las Alondras 257,Santa Anita,Lima,Lima,Contrato 2021
184,184 - Ag. San Felipe,118.205.244.68,MX722adhe,7464049023WXW,Sub Gerencia,Residencial San Felipe Tda 23,Jesus Maria,Lima,Lima,Contrato 2021
184,184 - Ag. San Felipe,118.205.244.69,MX722adhe,746410202418K,Plataforma,Residencial San Felipe Tda 23,Jesus Maria,Lima,Lima,Contrato 2021
186,186 - Ag. La Rambla,118.205.248.68,MX722adhe,74641141248H6,Gerencia,av Javier Prado este 2010,San Borja,Lima,Lima,Contrato 2021
186,186 - Ag. La Rambla,118.205.248.69,MX722adhe,746411112475Z,Plataforma,av Javier Prado este 2010,San Borja,Lima,Lima,Contrato 2021
187,187 - Ag. Aramburu,118.205.250.68,MX722adhe,74641020241C4,Plataforma,av Aramburu 154,Miraflores,Lima,Lima,Contrato 2021
187,187 - Ag. Aramburu,118.205.250.69,MX722adhe,74641020241BC,Plataforma,av Aramburu 154,Miraflores,Lima,Lima,Contrato 2021
189,189 - Ag. Dos de Mayo,118.205.254.68,MX722adhe,7464049023WYF,Sub Gerencia,c los Laureles 214,San Isidro,Lima,Lima,Contrato 2021
189,189 - Ag. Dos de Mayo,118.205.254.69,MX722adhe,7464049023WYK,Ventanilla,c los Laureles 214,San Isidro,Lima,Lima,Contrato 2021
190,190 - Ag. CC San Miguel,118.206.0.68,MX722adhe,746410202416M,Sub Gerencia,CC Plaza San Miguel  Piso 3,San Miguel,Lima,Lima,Contrato 2021
190,190 - Ag. CC San Miguel,118.206.0.69,MX722adhe,746410202419L,Plataforma,CC Plaza San Miguel  Piso 3,San Miguel,Lima,Lima,Contrato 2021
190,190 - Ag. CC San Miguel,118.206.0.70,MX722adhe,74641050242T6,Sala Prime,CC Plaza San Miguel  Piso 3,San Miguel,Lima,Lima,Contrato 2021
194,194 - Ag. Chacarilla,118.205.18.68,MX722adhe,74641020241BP,Plataforma,av Primavera 1054 Urb Chacarilla,Santiago de Surco,Lima,Lima,Contrato 2021
194,194 - Ag. Chacarilla,118.205.18.69,MX722adhe,746410202418C,Sub Gerencia,av Primavera 1054 Urb Chacarilla,Santiago de Surco,Lima,Lima,Contrato 2021
194,194 - Ag. Chacarilla,118.205.18.73,MX522adhe,701701130LPF1,Coworking,av Primavera 1054 Urb Chacarilla,Santiago de Surco,Lima,Lima,Contrato 2021
195,195 - Ag. Cuartel Gral Ejercito,118.206.6.70,MX432adwe,701941340M3RP,Sala Prime,Interior Ctel Gral del Ejercito,San Borja,Lima,Lima,Contrato 2021
195,195 - Ag. Cuartel Gral Ejercito,118.206.6.68,MX722adhe,746411112476P,Sub Gerencia,Interior Ctel Gral del Ejercito,San Borja,Lima,Lima,Contrato 2021
195,195 - Ag. Cuartel Gral Ejercito,118.206.6.69,MX722adhe,7464111124768,Plataforma,Interior Ctel Gral del Ejercito,San Borja,Lima,Lima,Contrato 2021
196,196 - Ag. San Martin de Porres,118.206.8.68,MX722adhe,74641111247BW,Sub Gerencia,av Peru 2254,San Martin de Porres,Lima,Lima,Contrato 2021
196,196 - Ag. San Martin de Porres,118.206.8.69,MX722adhe,746411112478N,Banca Negocio,av Peru 2254,San Martin de Porres,Lima,Lima,Contrato 2021
197,197 - Ag. Nicolas Arriola 2,118.206.10.68,MX722adhe,7464103024204,Plataforma,av Nicolas Arriola 1799,La Victoria,Lima,Lima,Contrato 2021
197,197 - Ag. Nicolas Arriola 2,118.206.10.69,MX722adhe,74641030241ZR,Plataforma,av Nicolas Arriola 1799,La Victoria,Lima,Lima,Contrato 2021
200,200 - Ag. Cusco,118.205.20.71,MX522adhe,701701030LK02,Centro de Negocios,av el Sol 366,Cusco,Cusco,Cusco,Contrato 2021
200,200 - Ag. Cusco,118.205.20.68,MX722adhe,7464939022PW3,Atencion al Cliente,av el Sol 366,Cusco,Cusco,Cusco,Contrato 2021
200,200 - Ag. Cusco,118.205.20.70,MX722adhe,7464939022R4K,Plataforma,av el Sol 366,Cusco,Cusco,Cusco,Contrato 2021
200,200 - Ag. Cusco,118.205.20.72,MX722adhe,7464939022PWC,Plataforma,av el Sol 366,Cusco,Cusco,Cusco,Contrato 2021
201,201 - Ag. Wanchaq,118.206.12.68,MX722adhe,7464939022PWZ,Sub Gerencia,av Garcilazo 300,Wanchaq,Cusco,Cusco,Contrato 2021
201,201 - Ag. Wanchaq,118.206.12.69,MX722adhe,7464939022R12,Plataforma,av Garcilazo 300,Wanchaq,Cusco,Cusco,Contrato 2021
202,202 - Ag. Ayacucho,118.206.14.68,MX722adhe,7464939022R37,Plataforma,c Portal Union 24,Ayacucho,Huamanga,Ayacucho,Contrato 2021
202,202 - Ag. Ayacucho,118.206.14.69,MX722adhe,7464939022R03,Plataforma,c Portal Union 24,Ayacucho,Huamanga,Ayacucho,Contrato 2021
203,203 - Ag. San Martin,118.206.16.70,MX432adwe,701934240K201,Sala Prime,av San Martin 1144 Urb San Isidro,Ica,Ica,Ica,Contrato 2021
203,203 - Ag. San Martin,118.206.16.68,MX722adhe,74641050242W9,Sub Gerencia,av San Martin 1144 Urb San Isidro,Ica,Ica,Ica,Contrato 2021
203,203 - Ag. San Martin,118.206.16.69,MX722adhe,74641020241C1,Comercial,av San Martin 1144 Urb San Isidro,Ica,Ica,Ica,Contrato 2021
204,204 - Ag. Banca Empresa Cusco,118.205.20.73,MX722adhe,7464939022PCK,Banca Empresa,av el Sol 366,Cusco,Cusco,Cusco,Contrato 2021
204,204 - Ag. Banca Empresa Cusco,118.205.20.74,MX722adhe,7464939022PDD,Banca Empresa,av el Sol 366,Cusco,Cusco,Cusco,Contrato 2021
205,205 - Ag. Tintaya,118.207.248.68,MX722adhe,7464049023X1X,Gerencia,Av San Martin 331,Espinar,Espinar,Cusco,Contrato 2021
205,205 - Ag. Tintaya,118.245.45.11,MX722adhe,7464939022R43,Gerencia,Av San Martin 331,Espinar,Espinar,Cusco,Contrato 2021
208,208 - Ag. Huayruropata,118.206.4.68,MX722adhe,7464102024189,Plataforma,Av Huayruropata N 1024,Wanchaq,Cusco,Cusco,Contrato 2021
208,208 - Ag. Huayruropata,118.206.4.69,MX722adhe,74641101246H9,Sub Gerencia,Av Huayruropata N 1024,Wanchaq,Cusco,Cusco,Contrato 2021
210,210 - Ag. Huanuco,118.206.20.68,MX722adhe,746410302421L,Atencion al Cliente,Jr Independencia 1601 1799,Huanuco,Huanuco,Huanuco,Contrato 2021
210,210 - Ag. Huanuco,118.206.20.69,MX722adhe,746410202419B,Gerencia,Jr Independencia 1601 1799,Huanuco,Huanuco,Huanuco,Contrato 2021
211,211 - Ag. Canete,118.206.22.68,MX722adhe,74641101246K3,Operaciones,av Dos de Mayo 434  438,San Vicente de Cañete,Cañete,Lima,Contrato 2021
211,211 - Ag. Canete,118.206.22.69,MX722adhe,7464111124753,Comercial,av Dos de Mayo 434  438,San Vicente de Cañete,Cañete,Lima,Contrato 2021
215,215 - Ag. Chincha,118.205.22.68,MX722adhe,746410202415B,Operaciones,Mariscal Benavides 117 125,Chincha Alta,Chincha,Ica,Contrato 2021
215,215 - Ag. Chincha,118.205.22.69,MX722adhe,746410202418L,Comercial,Mariscal Benavides 117 125,Chincha Alta,Chincha,Ica,Contrato 2021
218,218 - Ag. Quillabamba,118.206.28.68,MX722adhe,7464939022PT5,Sub Gerencia,av Bolognesi 155-157,Santa Ana,La Convencion,Cusco,Contrato 2021
218,218 - Ag. Quillabamba,118.206.28.69,MX722adhe,7464939022P9Y,Plataforma,av Bolognesi 155-157,Santa Ana,La Convencion,Cusco,Contrato 2021
220,220 - Ag. Arequipa,118.205.0.69,MX522adhe,701701130LPBH,Centro de Negocios,c San Francisco 108,Arequipa,Arequipa,Arequipa,Contrato 2021
220,220 - Ag. Arequipa,118.205.0.70,MX532adwe,702025210043W,Sala Prime,c San Francisco 108,Arequipa,Arequipa,Arequipa,Contrato 2021
220,220 - Ag. Arequipa,118.205.0.68,MX722adhe,7464939022PDZ,Operaciones,c San Francisco 108,Arequipa,Arequipa,Arequipa,Contrato 2021
220,220 - Ag. Arequipa,118.205.0.71,MX722adhe,7464939022P9P,Gerencia,c San Francisco 108,Arequipa,Arequipa,Arequipa,Contrato 2021
220,220 - Ag. Arequipa,118.205.0.72,MX722adhe,7464939022PY7,Banca Negocio,c San Francisco 108,Arequipa,Arequipa,Arequipa,Contrato 2021
221,221 - Ag. San Camilo,118.206.30.68,MX722adhe,7464939022R1T,Sub Gerencia,c Peru 324,Arequipa,Arequipa,Arequipa,Contrato 2021
221,221 - Ag. San Camilo,118.206.30.69,MX722adhe,7464939022R4M,Plataforma,c Peru 324,Arequipa,Arequipa,Arequipa,Contrato 2021
222,222 - Ag. Miraflores (Arequipa),118.206.32.68,MX722adhe,7464049023X0B,Plataforma,Cc la Negrita Tda 2,Miraflores,Arequipa,Arequipa,Contrato 2021
222,222 - Ag. Miraflores (Arequipa),118.206.32.69,MX722adhe,7464939022R5H,Plataforma,Cc la Negrita Tda 2,Miraflores,Arequipa,Arequipa,Contrato 2021
223,223 - Ag. Cayma,118.206.34.70,MS826de,40649370194TH,Plataforma,av Ejercito 710,Yanahuara,Arequipa,Arequipa,Contrato 2021
223,223 - Ag. Cayma,118.206.34.72,MX432adwe,701934240K206,Sala Prime,av Ejercito 710,Yanahuara,Arequipa,Arequipa,Contrato 2021
223,223 - Ag. Cayma,118.206.34.68,MX722adhe,7464939022R0R,Caja,av Ejercito 710,Yanahuara,Arequipa,Arequipa,Contrato 2021
223,223 - Ag. Cayma,118.206.34.69,MX722adhe,7464939022P60,Caja,av Ejercito 710,Yanahuara,Arequipa,Arequipa,Contrato 2021
224,224 - Ag. Magisterio,118.205.246.68,MX722adhe,74641030241Z8,Ventanilla,av de la Cultura N 2109,Cusco,Cusco,Cusco,Contrato 2021
224,224 - Ag. Magisterio,118.205.246.69,MX722adhe,74641020241BV,Sub Gerencia,av de la Cultura N 2109,Cusco,Cusco,Cusco,Contrato 2021
225,225 - Ag. Camana (Arequipa),118.206.36.68,MX722adhe,7464939022PZR,Operaciones,Jr 28 De Julio 405,Camana,Camana,Arequipa,Contrato 2021
225,225 - Ag. Camana (Arequipa),118.206.36.69,MX722adhe,7464939022R2G,Operaciones,Jr 28 De Julio 405,Camana,Camana,Arequipa,Contrato 2021
226,226 - Ag. Parque Industrial,118.206.38.68,MX722adhe,7464939022PBV,Sub Gerencia,av Jacinto Ibanez 521,Arequipa,Arequipa,Arequipa,Contrato 2021
226,226 - Ag. Parque Industrial,118.206.38.69,MX722adhe,7464939022R5X,Atencion al Cliente,av Jacinto Ibanez 521,Arequipa,Arequipa,Arequipa,Contrato 2021
228,228 - Ag. Juliaca,118.205.24.68,MX722adhe,74641050242TW,Operaciones,Jr San Roman 441,Juliaca,San Roman,Puno,Contrato 2021
